-1,0,-1,0,-1,0,0,-2
5,0,-2,0,1,0,4,2
-1,3,-1,-2,1,1,6,1
-11,-5,6,0,-2,-1,-3,-2
-2,1,-15,-4,-3,-1,-1,-5
1,-1,7,-4,-5,-4,1,6
1,0,1,4,-1,0,-4,-5
1,-2,3,-2,2,1,1,-2
2,0,-5,0,-2,0,1,2
-2,0,4,-4,2,1,-2,-1
-3,-1,-2,-2,-1,-2,-3,-4
-4,-5,-5,-5,-5,-6,3,-1
3,-5,-3,-1,-3,-2,15,-3
-9,0,-4,3,-2,0,-10,-1
-1,-2,-2,-5,-2,1,-4,-2
1,-2,1,0,0,-1,9,3
3,2,-1,4,8,1,-4,-1
0,-3,3,3,-2,-2,2,2
-7,-2,-2,-3,-1,0,-5,-1
3,-1,-1,-1,-2,3,2,-2
-4,-1,5,-4,-3,-3,-9,-3
0,4,-4,-8,-7,-1,5,-2
9,0,-2,6,2,2,10,7
0,-1,8,-2,1,-4,-14,-5
-3,-6,-29,-4,0,0,-7,-3
-13,-6,-10,-3,-3,0,-1,-7
0,1,22,-2,-6,-3,0,-2
1,-3,-42,-2,2,2,1,1
0,2,31,6,-1,-1,2,-1
3,0,5,3,-5,-5,-11,-6
1,-1,1,2,9,2,-1,3
2,1,1,1,-2,1,-17,1
0,-1,0,2,10,1,15,10
-2,-6,0,-7,-1,-1,-9,-8
0,-4,-1,-3,-7,-3,-4,-10
-15,-6,-2,-7,-7,-1,3,-7
7,4,-11,3,8,2,0,16
1,2,27,11,9,1,-4,4
-12,-6,12,-1,-3,-1,-6,-2
-1,-7,-19,-16,-7,-1,1,-6
-6,1,9,-6,-14,0,-17,-10
-1,-7,-58,-10,-7,-5,-3,5
8,5,29,9,7,2,-9,2
-2,3,15,5,3,-1,0,3
-4,-6,-38,-6,-4,-3,-10,-21
2,3,15,2,-1,3,20,6
-3,-4,-22,-5,-1,0,-2,-5
6,4,29,6,-1,-5,0,0
-4,2,-6,-2,-1,1,-3,-4
1,-2,-4,-1,3,3,5,2
-3,-2,-4,-3,-6,-6,1,-5
9,3,27,5,1,-1,8,3
0,7,-49,-4,-2,1,-1,7
-3,-13,-30,-18,-2,-3,-8,-4
3,1,21,-4,-2,-2,2,-3
-1,1,22,12,-3,-1,-4,-1
-5,-3,18,-30,-10,-6,-4,-7
-4,1,-1,37,-1,-2,8,-4
17,5,-53,-14,8,3,-6,-3
0,1,23,8,-8,-5,-3,10
2,-13,-29,-24,-16,-1,3,16
-6,-11,12,-8,9,0,-2,-36
-19,-3,41,11,-10,-2,-3,0
9,4,-42,-1,4,1,8,34
-5,2,24,6,-5,-2,-14,-19
2,-2,-22,-10,-1,2,5,21
-13,-9,-8,0,10,-3,7,-19
4,7,7,-2,2,-5,17,-14
-5,-9,-27,3,3,-2,-6,-19
2,1,22,1,-4,1,-20,-3
-12,8,-42,1,8,3,11,21
8,-17,-1,-9,-9,-2,-2,8
-1,-8,39,13,5,-1,23,2
0,4,-5,-4,11,0,-5,-7
6,-7,-4,-13,-19,-3,-5,-9
-23,0,13,14,-1,-4,-11,-46
7,-4,-27,5,-1,-1,3,37
1,9,-6,-27,-17,-3,7,10
23,13,23,19,18,3,-9,23
8,0,-42,-7,26,5,1,-18
-10,0,35,-17,-27,-4,0,-43
-12,-2,1,21,21,3,4,35
2,1,-42,3,7,5,29,15
9,5,12,4,1,-3,-40,-31
-6,5,24,2,-2,0,10,27
5,4,-11,-9,-17,-8,-12,-13
-10,-8,-57,-15,5,-2,-8,-21
-6,-2,29,-4,-9,1,9,6
-1,8,7,18,10,1,-10,0
1,-8,16,-4,-14,-8,-13,-11
2,2,2,-15,-5,-4,-9,-24
-6,-11,-17,-20,-15,-3,13,59
13,4,-3,19,9,-2,10,-7
3,-1,20,40,35,15,13,-23
-29,-11,-38,-8,-29,-1,-8,10
-12,-4,-7,-23,-8,-12,19,-25
7,-8,-2,-22,-15,-9,-21,28
7,8,49,17,8,-3,-2,2
-16,-13,-20,-13,-10,-4,-11,-23
-3,0,25,-2,-30,2,-8,-8
-12,-8,-73,9,-6,-1,11,-11
26,20,29,9,27,7,8,5
-2,-7,59,-10,-20,-3,16,18
-10,-5,-67,15,10,0,-32,17
0,-3,61,8,-3,5,-5,-36
-1,-10,-13,-16,-23,-7,-5,40
15,9,4,9,10,-1,11,-9
14,-6,26,-11,-12,4,15,-3
-13,-1,-45,-13,7,3,-4,-1
-32,-7,-2,-32,4,-2,-6,-37
12,8,7,40,16,-4,-1,42
-3,-11,1,-2,2,6,7,-40
0,14,20,1,3,3,-2,36
8,-6,24,-10,-12,-2,2,7
-8,-8,-19,-44,-26,-9,-24,-17
4,10,8,24,19,2,-13,-19
7,17,-37,17,25,10,26,29
-7,-35,15,-34,-33,-8,-16,-19
-16,3,-18,3,25,4,4,4
8,9,12,35,14,-3,10,29
3,-2,46,-11,-9,-3,-19,-31
-17,2,-51,2,-1,-2,2,5
4,-2,11,-9,-17,4,3,-8
6,3,-6,-8,4,0,-9,12
-19,-12,-11,-14,5,-1,-12,-27
19,10,3,9,-18,0,8,13
1,0,27,10,-3,0,-34,-24
-4,-13,-34,-39,-33,-11,6,18
-8,-3,16,8,6,4,-7,13
-9,-9,-7,-6,-9,1,-2,-13
4,3,-10,13,-6,-6,11,-9
-28,4,21,18,14,5,-4,-6
4,6,2,17,43,1,-7,-9
-1,-17,-1,-27,-41,-18,10,-12
5,20,28,37,53,11,0,-7
3,-20,-36,-56,-15,-6,-22,45
0,-1,29,39,-19,1,25,-29
4,7,-13,20,27,3,-7,29
7,-7,7,-23,-32,-15,-26,-31
-30,-9,-25,-17,13,2,9,-21
