0,-2,-13,1,2,1,0,0
1,1,10,7,11,-2,1,1
0,-2,-5,1,1,-1,-1,-3
-1,2,-3,-10,-2,0,-2,-1
-1,-1,7,-2,-8,-6,-2,-1
-3,-1,-11,-4,-5,-2,0,-1
1,-1,6,3,8,5,-2,0
-2,-2,-7,1,3,-2,0,1
0,2,-12,-8,-5,-2,2,-2
-1,-2,21,1,-3,-2,-2,-1
0,1,16,2,-4,-4,1,-2
1,-2,-23,5,8,5,-1,-1
-1,-2,-7,-5,-6,-2,-1,-1
-1,5,5,8,4,0,0,0
-2,-2,-15,-9,1,-2,-1,-3
-1,5,11,0,-4,-2,0,-1
0,-5,26,1,-2,-3,-2,-1
-1,-4,-15,-6,-1,1,0,-3
0,0,6,3,0,-3,0,-1
0,-2,-5,-6,-4,0,-1,0
-1,1,10,5,1,3,-1,-1
-4,-1,1,3,-9,-3,-1,0
0,0,-3,1,-1,-5,-2,0
0,-3,4,-2,-5,-3,-1,-2
-3,-3,-7,-11,-3,-6,-2,-1
-1,-1,21,24,7,10,-1,-2
-1,-3,4,-6,1,-2,0,-2
-2,-4,-4,-5,-18,-5,-3,-1
-2,-2,0,-4,11,-1,0,0
-1,-3,-24,-16,-5,-8,-1,-1
1,4,13,-2,-2,-2,-2,-1
-1,0,1,2,-1,2,-2,-1
0,0,-15,-2,0,-3,0,-2
1,-3,16,2,1,3,-1,1
-3,-9,-26,2,-1,-2,-1,0
-1,4,2,-14,-4,-5,1,-3
-3,-7,-18,-1,-1,-1,-1,-2
-1,2,23,-1,4,-1,-1,-1
-3,-2,-5,2,-6,-3,-1,-1
-1,-5,-11,0,2,2,1,0
0,-2,14,-4,7,2,0,-1
0,-4,-39,-4,-10,-5,-1,0
-2,1,15,6,3,2,-2,-1
-1,-5,-17,5,1,-1,-3,-2
-2,4,10,1,-6,-4,-2,-1
-4,-5,-13,-23,-8,-2,-2,-1
0,2,9,1,-3,-2,-2,-1
-1,-4,-31,4,6,0,1,-1
2,3,5,2,0,-3,0,0
-1,-8,-29,-2,-3,10,-2,0
-1,6,2,-6,-3,-5,-1,-4
-1,0,46,12,0,-1,2,0
-2,1,-38,-10,7,0,2,-2
0,3,28,30,1,-1,0,0
0,-5,-29,-39,-1,2,-1,2
-1,-2,21,6,-3,-5,-4,-1
-3,-3,-9,2,-7,1,-2,-1
1,6,27,8,-2,-2,1,0
-1,-2,-16,7,11,4,3,-1
1,0,-23,-19,-2,-3,-2,1
0,-1,30,2,-5,1,-3,-1
-2,-2,-56,-10,1,4,-1,-2
-2,3,36,15,-5,-7,-3,-3
0,2,19,-11,-4,1,2,0
-4,-4,-27,3,1,-2,-2,-1
1,1,1,-6,2,0,-3,-1
-1,-4,3,13,-6,0,-2,-2
-3,9,14,14,-5,-1,-1,-1
-1,-7,-12,-13,3,3,1,0
2,0,-5,3,-2,-7,-2,-2
-3,-9,-58,-18,-6,1,0,-1
1,-2,-19,-25,-4,-6,-2,-4
1,3,52,20,-5,-1,0,0
-2,-6,-54,-16,3,-6,-2,-1
-4,-3,6,27,2,6,-1,-3
2,0,17,5,-2,0,0,1
0,-6,-32,-10,1,-1,-2,-1
0,2,-18,-33,-4,-1,1,1
1,4,32,5,-1,-7,-1,-1
-2,-2,-4,-17,-5,-1,-1,-2
4,4,19,39,8,5,0,1
-5,-5,12,9,-6,-7,-1,-4
-5,-10,-45,-38,-2,-2,-3,-4
-1,7,1,23,8,0,-1,-1
0,-6,33,-1,-2,1,0,1
-2,-10,-56,3,7,-2,-2,-2
0,6,59,23,-7,-3,-3,-1
-1,-3,-37,-23,4,-4,-2,-1
-3,0,13,17,8,3,0,-1
2,5,55,-3,-5,-2,-2,-1
-2,-6,-36,-8,-3,-2,-3,-2
-3,-9,-41,-21,-7,-6,0,0
0,5,-29,4,-2,-1,-1,0
